Name                                                                                                          Stmts   Miss  Cover
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/numberfields/basis.py                             87     74    15%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/numberfields/exceptions.py                         7      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/numberfields/galois_resolvents.py                222    190    14%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/numberfields/galoisgroups.py                     225    199    12%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/numberfields/minpoly.py                          462    218    53%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/numberfields/modules.py                          580    423    27%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/numberfields/primes.py                           225    182    19%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/numberfields/resolvent_lookup.py                   1      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/numberfields/subfield.py                         174     96    45%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/numberfields/utilities.py                        128    100    22%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/orderings.py                                     127     60    53%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/orthopolys.py                                    116     10    91%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/partfrac.py                                      166     99    40%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/polyclasses.py                                  1067    593    44%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/polyconfig.py                                     28     13    54%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/polyerrors.py                                    110     15    86%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/polyfuncs.py                                     112     95    15%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/polymatrix.py                                    191     49    74%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/polyoptions.py                                   441    135    69%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/polyquinticconst.py                              114     86    25%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/polyroots.py                                     654    387    41%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/polytools.py                                    2466   1220    51%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/polyutils.py                                     306     74    76%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/rationaltools.py                                  23      3    87%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/ring_series.py                                   967    725    25%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/rings.py                                        1449    576    60%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/rootisolation.py                                1092    787    28%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/rootoftools.py                                   636    344    46%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/solvers.py                                       145     35    76%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/specialpolys.py                                  172    121    30%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/polys/sqfreetools.py                                   177     93    47%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/__init__.py                                    24      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/codeprinter.py                                349    191    45%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/conventions.py                                 44     38    14%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/defaults.py                                     3      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/dot.py                                         61     45    26%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/glsl.py                                       205    165    20%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/gtk.py                                         10      5    50%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/jscode.py                                     124     90    27%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/julia.py                                      283    223    21%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/lambdarepr.py                                 117     78    33%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/latex.py                                     1878   1533    18%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/maple.py                                      121     74    39%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/mathematica.py                                131     83    37%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/mathml.py                                    1577   1380    12%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/numpy.py                                      228     92    60%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/octave.py                                     296    222    25%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/precedence.py                                  75     21    72%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/pretty/__init__.py                              3      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/pretty/pretty.py                             1956   1682    14%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/pretty/pretty_symbology.py                    220    117    47%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/pretty/stringpict.py                          258    217    16%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/preview.py                                    157    141    10%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/printer.py                                    102     22    78%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/pycode.py                                     342    176    49%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/python.py                                      58     46    21%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/rcode.py                                      144    103    28%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/repr.py                                       216    132    39%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/rust.py                                       187    140    25%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/smtlib.py                                     176    130    26%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/str.py                                        636    313    51%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/tableform.py                                  177    163     8%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/printing/tree.py                                        38     34    11%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/release.py                                               1      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/__init__.py                                      14      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/approximants.py                                  48     42    12%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/formal.py                                       776    643    17%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/fourier.py                                      277    212    23%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/gruntz.py                                       360     72    80%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/limits.py                                       236     86    64%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/limitseq.py                                     120    101    16%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/order.py                                        296     58    80%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/residues.py                                      28      3    89%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/sequences.py                                    485    342    29%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/series.py                                         4      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/series/series_class.py                                  53     31    42%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/__init__.py                                        17      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/conditionset.py                                   125     74    41%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/contains.py                                        18      2    89%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/fancysets.py                                      704    471    33%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/handlers/__init__.py                                0      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/handlers/comparison.py                             35     15    57%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/handlers/functions.py                             197    123    38%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/handlers/intersection.py                          332    144    57%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/handlers/issubset.py                              106     50    53%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/handlers/union.py                                 103     37    64%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/ordinals.py                                       191    137    28%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/powerset.py                                        46     28    39%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/setexpr.py                                         63     18    71%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/sets/sets.py                                          1154    422    63%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/__init__.py                                    13      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/combsimp.py                                    50     23    54%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/cse_main.py                                   370    331    11%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/cse_opts.py                                    34      3    91%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/epathtools.py                                 145    133     8%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/fu.py                                         971    468    52%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/gammasimp.py                                  282     83    71%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/hyperexpand.py                               1225    332    73%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/powsimp.py                                    348     75    78%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/radsimp.py                                    512    243    53%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/ratsimp.py                                     99     84    15%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/simplify.py                                   977    620    37%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/sqrtdenest.py                                 342    320     6%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/simplify/trigsimp.py                                   530    396    25%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/__init__.py                                     14      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/bivariate.py                                   210    188    10%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/decompogen.py                                   54     26    52%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/deutils.py                                      90     83     8%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/diophantine/__init__.py                          2      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/diophantine/diophantine.py                    1526   1282    16%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/inequalities.py                                472    119    75%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/ode/__init__.py                                  5      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/ode/hypergeometric.py                          171    155     9%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/ode/lie_group.py                               588    558     5%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/ode/nonhomogeneous.py                          261    239     8%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/ode/ode.py                                    1548   1476     5%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/ode/riccati.py                                 274    237    14%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/ode/single.py                                 1114    863    23%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/ode/subscheck.py                               179    162     9%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/ode/systems.py                                 703    639     9%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/pde.py                                         316    287     9%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/polysys.py                                     128    100    22%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/recurr.py                                      381    361     5%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/solvers.py                                    1622   1081    33%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/solvers/solveset.py                                   1371    951    31%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/__init__.py                                       11      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/compound_rv.py                                   144     91    37%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/crv.py                                           345    238    31%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/crv_types.py                                     981    470    52%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/drv.py                                           235    154    34%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/drv_types.py                                     215    103    52%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/frv.py                                           314    186    41%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/frv_types.py                                     288    139    52%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/joint_rv.py                                      253    175    31%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/joint_rv_types.py                                305    183    40%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/matrix_distributions.py                          262    180    31%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/random_matrix.py                                  19     12    37%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/random_matrix_models.py                          177    108    39%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/rv.py                                            695    393    43%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/rv_interface.py                                   78     49    37%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/stochastic_process.py                             28     13    54%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/stochastic_process_types.py                      927    730    21%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/symbolic_multivariate_probability.py             157    125    20%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/stats/symbolic_probability.py                          314    241    23%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/strategies/__init__.py                                   8      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/strategies/branch/__init__.py                            4      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/strategies/branch/core.py                               78     67    14%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/strategies/branch/tools.py                               4      1    75%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/strategies/branch/traverse.py                           15     10    33%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/strategies/core.py                                      80     26    68%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/strategies/rl.py                                        54     20    63%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/strategies/tools.py                                     11      4    64%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/strategies/traverse.py                                  18     11    39%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/strategies/tree.py                                      17      2    88%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/strategies/util.py                                       8      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/__init__.py                                       5      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/__init__.py                                 7      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/array_comprehension.py                    137     95    31%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/array_derivatives.py                       95     47    51%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/arrayop.py                                196    173    12%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/dense_ndim_array.py                        93     59    37%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/expressions/__init__.py                     7      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/expressions/array_expressions.py         1230    986    20%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/expressions/arrayexpr_derivatives.py      129     79    39%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/expressions/from_array_to_indexed.py       73     62    15%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/expressions/from_array_to_matrix.py       721    643    11%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/expressions/from_indexed_to_array.py      182    164    10%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/expressions/from_matrix_to_array.py        67     50    25%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/expressions/utils.py                       89     75    16%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/mutable_ndim_array.py                       8      3    62%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/ndim_array.py                             290    224    23%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/array/sparse_ndim_array.py                       98     73    26%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/functions.py                                     55     36    35%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/index_methods.py                                133    118    11%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/indexed.py                                      269    180    33%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/tensor/tensor.py                                      2494   1995    20%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/testing/__init__.py                                      2      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/testing/pytest.py                                      147     75    49%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/testing/runtests.py                                   1117    969    13%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/__init__.py                                    6      0   100%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/decorator.py                                 121     41    66%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/enumerative.py                               319     83    74%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/exceptions.py                                 37      7    81%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/iterables.py                                1007    520    48%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/lambdify.py                                  413    185    55%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/magic.py                                       7      6    14%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/mathml/__init__.py                            21     13    38%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/memoization.py                                32     17    47%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/misc.py                                      209    152    27%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/pkgdata.py                                    17     13    24%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/source.py                                     13     11    15%
/Users/editflores/editf-github/dd2480/DD2480-sympy/sympy/utilities/timeutils.py                                  49     31    37%
__init__.py                                                                                                      25      0   100%
combinatorial/__init__.py                                                                                         0      0   100%
combinatorial/factorials.py                                                                                     533     53    90%
combinatorial/numbers.py                                                                                       1011     42    96%
combinatorial/tests/__init__.py                                                                                   0      0   100%
combinatorial/tests/test_comb_factorials.py                                                                     506      0   100%
combinatorial/tests/test_comb_numbers.py                                                                        604     10    98%
elementary/__init__.py                                                                                            0      0   100%
elementary/_trigonometric_special.py                                                                             80      7    91%
elementary/complexes.py                                                                                         689     48    93%
elementary/exponential.py                                                                                       830     87    90%
elementary/hyperbolic.py                                                                                       1326     85    94%
elementary/integers.py                                                                                          388     34    91%
elementary/miscellaneous.py                                                                                     317     10    97%
elementary/piecewise.py                                                                                         794     48    94%
elementary/tests/__init__.py                                                                                      0      0   100%
elementary/tests/test_complexes.py                                                                              736     13    98%
elementary/tests/test_exponential.py                                                                            590      1    99%
elementary/tests/test_hyperbolic.py                                                                             981      0   100%
elementary/tests/test_integers.py                                                                               485      2    99%
elementary/tests/test_interface.py                                                                               39      0   100%
elementary/tests/test_miscellaneous.py                                                                          383      1    99%
elementary/tests/test_piecewise.py                                                                              873      1    99%
elementary/tests/test_trigonometric.py                                                                         1520      2    99%
elementary/trigonometric.py                                                                                    2101    102    95%
special/__init__.py                                                                                               0      0   100%
special/bessel.py                                                                                               868    133    85%
special/beta_functions.py                                                                                       113     13    88%
special/bsplines.py                                                                                             107     11    90%
special/delta_functions.py                                                                                      131      8    94%
special/elliptic_integrals.py                                                                                   219     12    95%
special/error_functions.py                                                                                      992     70    93%
special/gamma_functions.py                                                                                      579     58    90%
special/hyper.py                                                                                                534     20    96%
special/mathieu_functions.py                                                                                     56      8    86%
special/polynomials.py                                                                                          417      9    98%
special/singularity_functions.py                                                                                 76      2    97%
special/spherical_harmonics.py                                                                                   79     21    73%
special/tensor_functions.py                                                                                     114      3    97%
special/tests/__init__.py                                                                                         0      0   100%
special/tests/test_bessel.py                                                                                    453      1    99%
special/tests/test_beta_functions.py                                                                             67      0   100%
special/tests/test_bsplines.py                                                                                   88      0   100%
special/tests/test_delta_functions.py                                                                           112      0   100%
special/tests/test_elliptic_integrals.py                                                                        119      0   100%
special/tests/test_error_functions.py                                                                           495      0   100%
special/tests/test_gamma_functions.py                                                                           505      2    99%
special/tests/test_hyper.py                                                                                     248      6    98%
special/tests/test_mathieu.py                                                                                    23      0   100%
special/tests/test_singularity_functions.py                                                                      83      0   100%
special/tests/test_spec_polynomials.py                                                                          294      0   100%
special/tests/test_spherical_harmonics.py                                                                        43      0   100%
special/tests/test_tensor_functions.py                                                                          117      0   100%
special/tests/test_zeta_functions.py                                                                            204      1    99%
special/zeta_functions.py                                                                                       292     19    93%
---------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                                        147515  76458    48%
